timestamp,method,chosen_path,path_a_bytes,path_b_bytes,path_switches
23:06:30,least_utilized,B,14673181.029056225,4763369.499305557,1
23:06:33,least_utilized,B,14043491.587731924,4780649.758418687,1
23:06:35,least_utilized,B,13128480.886506597,4355566.504740986,1
23:06:37,least_utilized,B,14896125.326373938,4963223.562224678,1
23:06:40,least_utilized,B,12025870.875293845,3870531.440873732,1
23:06:42,least_utilized,B,13530123.628476832,4625866.029712496,1
23:06:45,least_utilized,B,13777587.12021608,4741841.396999631,1
23:06:47,least_utilized,B,14133289.060502242,5065437.357579663,1
23:06:49,least_utilized,B,14123918.051702429,4790740.597306028,1
23:06:52,least_utilized,B,14354773.840022132,4653870.998487008,1
23:06:54,least_utilized,B,12973758.161726598,4490117.319732742,1
23:06:56,least_utilized,B,11696704.181564944,3887907.3747064257,1
23:06:59,least_utilized,B,14325978.71525834,4491806.995167416,1
23:07:01,least_utilized,B,13663055.865913272,4628898.766386651,1
23:07:04,least_utilized,B,12259166.672527231,4324511.494403683,1
23:07:06,least_utilized,B,11810875.489513358,4036758.1915801773,1
23:07:08,least_utilized,B,13160985.447592124,4346491.101669103,1
23:07:11,least_utilized,B,14732738.37895643,4981756.035331004,1
23:09:10,least_utilized,A,0,0,0
23:09:12,least_utilized,B,10266294.855564842,3413722.0716292015,1
23:09:14,least_utilized,B,10097839.240844613,3372473.0187206194,1
23:09:16,least_utilized,B,9779925.348362844,3272434.7492646435,1
23:09:18,least_utilized,B,9453164.039794099,3147400.237828883,1
23:09:20,least_utilized,B,10028602.713788284,3338668.4907121486,1
23:09:22,least_utilized,B,10304638.533976912,3432205.2215428543,1
23:09:24,least_utilized,B,9857316.40214981,3284635.238138031,1
23:09:26,least_utilized,B,10071536.242632646,3349806.756950586,1
23:09:28,least_utilized,B,9940132.97766637,3329382.2244402473,1
23:09:30,least_utilized,B,10321569.473720025,3431891.3257892826,1
23:09:32,least_utilized,B,10322094.961358035,3431115.751824518,1
23:09:35,least_utilized,B,10644932.793051928,3570409.7241478493,1
23:09:37,least_utilized,B,10458515.02457468,3464920.01343243,1
23:09:39,least_utilized,B,9685877.269632075,3241616.835304638,1
23:09:41,least_utilized,B,9702702.781946154,3224173.2875772133,1
23:09:43,least_utilized,B,10264439.953863202,3431011.166450986,1
23:09:45,least_utilized,B,9883124.712965567,3289057.2048281888,1
23:09:47,least_utilized,B,9402306.407983003,3131748.149129316,1
23:09:49,least_utilized,B,9406540.26390105,3126629.9289890863,1
23:09:51,least_utilized,B,9302058.997439656,3126095.9074152946,1
23:09:53,least_utilized,B,9667613.796714569,3206048.7295568157,1
23:09:55,least_utilized,B,9490561.294469593,3151970.6311920327,1
23:09:57,least_utilized,B,10105963.936434703,3377475.826590364,1
23:10:00,least_utilized,B,9594840.497609537,3201590.290437945,1
23:10:02,least_utilized,B,9501058.68259693,3155229.4480598047,1
23:10:04,least_utilized,B,9431923.599246265,3152648.089681075,1
23:10:06,least_utilized,B,9786291.395447997,3252824.742452981,1
23:10:08,least_utilized,B,10373004.842378825,3459025.286663159,1
23:11:48,least_utilized,A,0,0,0
23:11:51,least_utilized,B,12414017.560830394,4270441.5757526895,1
23:11:53,least_utilized,B,14527498.397439454,4952321.211970215,1
23:11:55,least_utilized,B,12813163.947499678,4323445.293060357,1
23:11:58,least_utilized,B,13638072.25314131,4256749.075875441,1
